"Region","Country","Target","Indicator Number","Indicator Name","Year","Value","Metadata"
"SDG: Latin America and the Caribbean","Panama","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2014","3.17","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire B SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database"
"SDG: Latin America and the Caribbean","Panama","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2015","3.37","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire B SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database"
"SDG: Latin America and the Caribbean","Panama","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2016","3.43","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire B SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database"
"SDG: Latin America and the Caribbean","Panama","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2017","3.49","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire B SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database"
"SDG: Latin America and the Caribbean","Panama","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2018","3.45","SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire B"
"SDG: Latin America and the Caribbean","Panama","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2019","3.09","SOURCE:  UIS Dynamic Template based on Ejecucion del Presupuesto modificado de Funcionamiento e Inversiones del Sector Publico (https://www.mef.gob.pa/wp-content/uploads/2020/12/EJECUCION-PRESUPUESTARIA-SECTOR-PUBLICO-DE-ENERO-A-DICIEMBRE-2019-1.pdf)"
"SDG: Latin America and the Caribbean","Panama","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2020","4.30","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire B SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database"
"SDG: Latin America and the Caribbean","Panama","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2021","3.71","SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire B"
"SDG: Latin America and the Caribbean","Panama","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2022","3.37","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire B SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database"
"SDG: Latin America and the Caribbean","Peru","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2013","3.30","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire B SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database"
"SDG: Latin America and the Caribbean","Peru","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2014","3.70","SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire B"
"SDG: Latin America and the Caribbean","Peru","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2015","3.97","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire B SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database"
"SDG: Latin America and the Caribbean","Peru","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2016","3.81","SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire B"
"SDG: Latin America and the Caribbean","Peru","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2017","3.93","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire B SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database"
"SDG: Latin America and the Caribbean","Peru","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2018","3.71","SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire B"
"SDG: Latin America and the Caribbean","Peru","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2019","3.82","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire B SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database"
"SDG: Latin America and the Caribbean","Peru","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2020","4.26","SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire B"
"SDG: Latin America and the Caribbean","Peru","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2021","3.93","SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire B"
"SDG: Latin America and the Caribbean","Peru","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2022","3.83","SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire B"
"SDG: Latin America and the Caribbean","Peru","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2023","4.24","SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire B"
"SDG: Eastern and South-Eastern Asia","Philippines","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2014","2.66","SOURCE:  UIS Dynamic template based on data provided by country ()"
"SDG: Eastern and South-Eastern Asia","Philippines","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2015","2.83","SOURCE:  UIS Dynamic template based on data provided by country ()"
"SDG: Eastern and South-Eastern Asia","Philippines","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2016","3.30","SOURCE:  UIS Dynamic template based on data provided by country ()"
"SDG: Eastern and South-Eastern Asia","Philippines","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2017","3.96","SOURCE:  UIS Dynamic template based on data provided by country ()"
"SDG: Eastern and South-Eastern Asia","Philippines","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2018","3.86","SOURCE:  UIS Dynamic template based on data provided by country ()"
"SDG: Eastern and South-Eastern Asia","Philippines","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2019","3.41","SOURCE:  UIS Dynamic template based on data provided by country ()"
"SDG: Eastern and South-Eastern Asia","Philippines","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2020","3.86","SOURCE:  UIS Dynamic template based on data provided by country ()"
"SDG: Eastern and South-Eastern Asia","Philippines","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2021","3.87","SOURCE:  UIS Dynamic template based on data provided by country ()"
"SDG: Eastern and South-Eastern Asia","Philippines","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2022","3.58","SOURCE:  UIS Dynamic template based on data provided by country ()"
"SDG: Eastern and South-Eastern Asia","Philippines","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2023","3.62","SOURCE:  UIS Dynamic template based on data provided by country ()"
"SDG: Oceania","Palau","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2020","3.47","SOURCE:  UIS Dynamic template based on data provided by country"
"SDG: Oceania","Palau","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2021","3.94","SOURCE:  UIS Dynamic template based on data provided by country"
"SDG: Oceania","Palau","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2022","3.58","SOURCE:  UIS Dynamic template based on data provided by country"
"SDG: Oceania","Palau","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2023","3.44","SOURCE:  UIS Dynamic template based on data provided by country"
"SDG: Oceania","Papua New Guinea","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2015","1.67","SOURCE:  2017 BUDGET ESTIMATES OF REVENUE AND EXPENDITURE FOR NATIONAL GOVERNMENT DEPARTMENTS (https://www.treasury.gov.pg/html/national_budget/files/2017/Vol2a-Revenue%20and%20Expenditure%20National%20Govt%20Depts.pdf)"
"SDG: Oceania","Papua New Guinea","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2016","0.85","SOURCE:  2020 BUDGET ESTIMATES OF REVENUE AND EXPENDITURE FOR NATIONAL GOVERNMENT DEPARTMENTS (https://www.treasury.gov.pg/html/national_budget/files/2018/Volume%202a.pdf)"
"SDG: Oceania","Papua New Guinea","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2017","1.96","SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire B QUALIFIER: This data point is an ESTIMATE produced by the UNESCO INSTITUTE FOR STATISTICS."
"SDG: Oceania","Papua New Guinea","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2018","1.87","SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire B QUALIFIER: This data point is an ESTIMATE produced by the UNESCO INSTITUTE FOR STATISTICS."
"SDG: Oceania","Papua New Guinea","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2019","0.74","SOURCE:  2021 BUDGET ESTIMATES OF REVENUE AND EXPENDITURE FOR NATIONAL GOVERNMENT DEPARTMENTS (https://www.treasury.gov.pg/html/national_budget/files/2021/Volume%202a.pdf)"
"SDG: Oceania","Papua New Guinea","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2020","1.50","SOURCE:  2021 BUDGET ESTIMATES OF REVENUE AND EXPENDITURE FOR NATIONAL GOVERNMENT DEPARTMENTS (https://www.treasury.gov.pg/html/national_budget/files/2021/Volume%202a.pdf)"
"SDG: Oceania","Papua New Guinea","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2021","1.35","SOURCE:  2021 BUDGET ESTIMATES OF REVENUE AND EXPENDITURE FOR NATIONAL GOVERNMENT DEPARTMENTS (https://www.treasury.gov.pg/html/national_budget/files/2021/Volume%202a.pdf)"
"SDG: Europe and Northern America","Poland","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2013","5.02","SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection"
"SDG: Europe and Northern America","Poland","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2014","4.97","SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection"
"SDG: Europe and Northern America","Poland","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2015","4.82","SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database"
"SDG: Europe and Northern America","Poland","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2016","4.66","SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection"
"SDG: Europe and Northern America","Poland","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2017","4.57","SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database"
"SDG: Europe and Northern America","Poland","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2018","4.61","SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database"
